protocol,port,service,description
UDP,1924,pcanywherestat,XIIP
UDP,1930,beorl,Drive AppServer
UDP,1931,xprtld,AMD SCHED
UDP,1944,,close-combat
UDP,1945,,dialogic-elmd
UDP,1946,,tekpls
UDP,1947,,hlserver
UDP,1948,,eye2eye
UDP,1949,,ISMA Easdaq Live
UDP,1950,,ISMA Easdaq Test
UDP,1951,zre-disc,bcs-lmserver
UDP,1952,amqps,mpnjsc
UDP,1953,amqp,Rapid Base
UDP,1961,jms,BTS APPSERVER
UDP,1962,hyperscsi-port,BIAP-MP
UDP,1963,v5ua,WebMachine
UDP,1964,raadmin,SOLID E ENGINE
UDP,1965,questdb2-lnchr,Tivoli NPM
UDP,1966,rrac,Slush
UDP,1967,dccm,SNS Quote
UDP,1972,auriga-router,Cache
UDP,1973,ncxcp,Data Link Switching Remote Access Protocol
UDP,1974,brightcore,DRP
UDP,1975,coap,TCO Flash Agent
UDP,1976,coaps,TCO Reg Agent
UDP,1977,,TCO Address Book
UDP,1978,ggz,Slapper.B / UniSQL
UDP,1979,qmvideo,UniSQL Java
UDP,1984,,BB
UDP,1985,,Hot Standby Router Protocol
UDP,1986,,cisco license management
UDP,1987,,cisco RSRB Priority 1 port
UDP,1988,proshareaudio,cisco RSRB Priority 2 port
UDP,1989,prosharevideo,MHSnet system
UDP,1990,prosharedata,cisco STUN Priority 1 port
UDP,1991,prosharerequest,cisco STUN Priority 2 port
UDP,1992,prosharenotify,IPsendmsg
UDP,1993,dpm,cisco SNMP TCP port
UDP,1994,dpm-agent,cisco serial tunnel port
UDP,1995,ms-licensing,cisco perf port
UDP,1996,dtpt,cisco Remote SRB port
UDP,1997,msdfsr,cisco Gateway Discovery Protocol
UDP,1998,omhs,cisco X.25 service (XOT)
UDP,1999,omsdk,cisco identification port
UDP,2000,,callbook
UDP,2001,,curry
UDP,2002,,Slapper.A / globe
UDP,2004,io-dist-group,CCWS mm conf
UDP,2005,openmail,oracle
UDP,2006,unieng,raid
UDP,2007,ida-discover1,raid-am
UDP,2008,ida-discover2,terminaldb
UDP,2009,watchdoc-pod,whosockami
UDP,2010,watchdoc,pipe-server
UDP,2011,fcopy-server,servserv
UDP,2012,fcopys-server,raid-ac
UDP,2013,tunatic,raid-cd
UDP,2014,tunalyzer,raid-sf
UDP,2015,rscd,raid-cs
UDP,2016,openmailg,bootserver
UDP,2017,x500ms,bootclient
UDP,2018,openmailns,rellpack
UDP,2019,s-openmail,about
UDP,2020,openmailpxy,xinupageserver
UDP,2021,spramsca,xinuexpansion1
UDP,2022,spramsd,xinuexpansion2
UDP,2023,netagent,xinuexpansion3
UDP,2024,dali-port,xinuexpansion4
UDP,2025,,xribs
UDP,2026,3par-evts,scrabble
UDP,2027,3par-mgmt,shadowserver
UDP,2028,3par-mgmt-ssl,submitserver
UDP,2030,ibar,device2
UDP,2032,3par-rcopy,blackboard
UDP,2033,cisco-redu,glogger
UDP,2034,waascluster,scoremgr
UDP,2035,xtreamx,imsldoc
UDP,2038,spdp,objectmanager
UDP,2040,icmpd,lam
UDP,2041,spt-automation,interbase
UDP,2042,,isis
UDP,2043,,isis-bcast
UDP,2044,wherehoo,rimsl
UDP,2045,ppsuitemsg,cdfunc
UDP,2046,diameters,sdfunc
UDP,2047,jute,dls
UDP,2048,rfb,dls-monitor
UDP,2049,cm,Network File System - Sun Microsystems
UDP,2065,cpdlc,Data Link Switch Read Port Number
UDP,2067,fis,Data Link Switch Write Port Number
UDP,2090,ads-c,Load Report Protocol
UDP,2091,indy,PRP
UDP,2092,mppolicy-v5,Descent 3
UDP,2093,mppolicy-mgr,NBX CC
UDP,2094,couchdb,NBX AU
UDP,2095,wsman,NBX SER
UDP,2096,wsmans,NBX DIR
UDP,2097,wbem-rmi,Jet Form Preview
UDP,2098,wbem-http,Dialog Port
UDP,2099,wbem-https,H.225.0 Annex G
UDP,2100,wbem-exp-https,amiganetfs
UDP,2101,nuxsl,rtcm-sc104
UDP,2102,consul-insight,Zephyr server
UDP,2103,,Zephyr serv-hm connection
UDP,2104,cvsup,Zephyr hostmanager
UDP,2105,x11,MiniPay
UDP,2106,x11,MZAP
UDP,2107,x11,BinTec Admin
UDP,2108,x11,Comcam
UDP,2109,x11,Ergolight
UDP,2110,x11,UMSP
UDP,2111,x11,DSATP
UDP,2112,x11,Idonix MetaNet
UDP,2113,x11,HSL StoRM
UDP,2114,x11,NEWHEIGHTS
UDP,2115,x11,KDM
UDP,2116,x11,CCOWCMR
UDP,2117,x11,MENTACLIENT
UDP,2118,x11,MENTASERVER
UDP,2119,x11,GSIGATEKEEPER
UDP,2120,x11,Quick Eagle Networks CP
UDP,2121,x11,SCIENTIA-SSDB
UDP,2122,x11,CauPC Remote Control
UDP,2123,x11,GTP-Control Plane (3GPP)
UDP,2124,x11,ELATELINK
UDP,2125,x11,LOCKSTEP
UDP,2126,x11,PktCable-COPS
UDP,2127,x11,INDEX-PC-WB
UDP,2128,x11,Net Steward Control
UDP,2129,x11,cs-live.com
UDP,2130,x11,SWC-XDS
UDP,2131,x11,Avantageb2b
UDP,2132,x11,AVAIL-EPMAP
UDP,2133,x11,ZYMED-ZPP
UDP,2134,x11,AVENUE
UDP,2135,x11,Grid Resource Information Server
UDP,2136,x11,APPWORXSRV
UDP,2137,x11,CONNECT
UDP,2138,x11,UNBIND-CLUSTER
UDP,2139,x11,IAS-AUTH
UDP,2140,x11,IAS-REG / Deep Throat (Windows Trojan) / Deep Throat 2 (Windows Trojan)
UDP,2141,x11,IAS-ADMIND
UDP,2142,x11,TDM-OVER-IP
UDP,2143,x11,Live Vault Job Control
UDP,2144,x11,Live Vault Fast Object Transfer
UDP,2145,x11,Live Vault Remote Diagnostic Console Support
UDP,2146,x11,Live Vault Admin Event Notification
UDP,2147,x11,Live Vault Authentication
UDP,2148,x11,VERITAS UNIVERSAL COMMUNICATION LAYER
UDP,2149,x11,ACPTSYS
UDP,2150,x11,DYNAMIC3D
UDP,2151,x11,DOCENT
UDP,2152,x11,GTP-User Plane (3GPP)
UDP,2165,x11,X-Bone API
UDP,2166,x11,IWSERVER
UDP,2179,vmrdp,Microsoft RDP for virtual machines
UDP,2180,x11,Millicent Vendor Gateway Server
UDP,2181,x11,eforward
UDP,2190,x11,TiVoConnect Beacon
UDP,2191,x11,TvBus Messaging
UDP,2200,x11,ICI
UDP,2201,x11,Advanced Training System Program
UDP,2202,x11,Int. Multimedia Teleconferencing Cosortium
UDP,2213,x11,Kali
UDP,2220,x11,Ganymede
UDP,2221,x11,Rockwell CSP1
UDP,2222,x11,Rockwell CSP2
UDP,2223,x11,Rockwell CSP3
UDP,2232,x11,IVS Video default
UDP,2233,x11,INFOCRYPT
UDP,2234,ndl-ahp-svc,DirectPlay
UDP,2235,winpharaoh,Sercomm-WLink
UDP,2236,ewctsp,Nani
UDP,2237,,Optech Port1 License Manager
UDP,2238,trip,AVIVA SNA SERVER
UDP,2239,messageasap,Image Query
UDP,2240,ssdtp,RECIPe
UDP,2241,diagnose-proc,IVS Daemon
UDP,2242,directplay8,Folio Remote Server
UDP,2243,max,Magicom Protocol
UDP,2244,,NMS Server
UDP,2245,,HaO
UDP,2279,,xmquery
UDP,2280,,LNVPOLLER
UDP,2281,,LNVCONSOLE
UDP,2282,p25cai,LNVALARM
UDP,2283,miami-bcast,LNVSTATUS
UDP,2284,,LNVMAPS
UDP,2285,konspire2b,LNVMAILMON
UDP,2286,pdtp,NAS-Metering
UDP,2287,ldss,DNA
UDP,2288,doglms-notify,NETML
UDP,2294,,Konshus License Manager (FLEX)
UDP,2295,synchronet-db,Advant License Manager
UDP,2296,synchronet-rtc,Theta License Manager (Rainbow)
UDP,2297,synchronet-upd,D2K DataMover 1
UDP,2298,rets,D2K DataMover 2
UDP,2299,dbdb,PC Telecommute
UDP,2300,primaserver,CVMMON
UDP,2301,mpsserver,Compaq HTTP
UDP,2302,etc-control,Bindery Support
UDP,2303,sercomm-scadmin,Proxy Gateway
UDP,2304,globecast-id,Attachmate UTS
UDP,2305,softcm,MT ScaleServer
UDP,2306,spc,TAPPI BoxNet
UDP,2307,dtspcd,pehelp
UDP,2308,,sdhelp
UDP,2309,,SD Server
UDP,2310,,SD Client
UDP,2311,,Message Service
UDP,2313,,IAPP (Inter Access Point Protocol)
UDP,2314,,CR WebSystems
UDP,2315,,Precise Sft.
UDP,2316,bex-webadmin,SENT License Manager
UDP,2317,backup-express,Attachmate G32
UDP,2318,pnbs,Cadence Control
UDP,2319,,InfoLibria
UDP,2320,nbt-wol,Siebel NS
UDP,2321,pulsonixnls,RDLAP
UDP,2322,meta-corp,ofsd
UDP,2323,aspentec-lm,3d-nfsd
UDP,2324,watershed-lm,Cosmocall
UDP,2325,statsci1-lm,Design Space License Management
UDP,2326,statsci2-lm,IDCP
UDP,2327,lonewolf-lm,xingcsm
UDP,2328,montage-lm,Netrix SFTM
UDP,2329,ricardo-lm,NVD
UDP,2330,tal-pod,TSCCHAT
UDP,2331,,AGENTVIEW
UDP,2332,ecmp-data,RCC Host
UDP,2333,patrol-ism,SNAPP
UDP,2334,patrol-coll,ACE Client Auth
UDP,2335,pscribe,ACE Proxy
UDP,2336,lm-x,Apple UG Control
UDP,2337,thermo-calc,ideesrv
UDP,2338,qmtps,Norton Lambert
UDP,2339,radmind,3Com WebView
UDP,2340,jeol-nsddp-1,WRS Registry
UDP,2341,jeol-nsddp-2,XIO Status
UDP,2342,jeol-nsddp-3,Seagate Manage Exec
UDP,2343,jeol-nsddp-4,nati logos
UDP,2344,tl1-raw-ssl,fcmsys
UDP,2345,tl1-ssh,dbm
UDP,2346,crip,Game Connection Port
UDP,2347,,Game Announcement and Location
UDP,2348,grid,Information to query for game status
UDP,2349,grid-alt,Disgnostics Port
UDP,2350,bmc-grx,psbserver
UDP,2351,bmc_ctd_ldap,psrserver
UDP,2352,ufmp,pslserver
UDP,2353,scup-disc,pspserver
UDP,2354,abb-escp,psprserver
UDP,2355,nav-data,psdbserver
UDP,2356,repsvc,GXT License Managemant
UDP,2357,emp-server1,UniHub Server
UDP,2358,emp-server2,Futrix
UDP,2359,hrd-ns-disc,FlukeServer
UDP,2360,,NexstorIndLtd
UDP,2361,,TL1
UDP,2362,sflow,digiman
UDP,2363,,Media Central NFSD
UDP,2364,gnutella-svc,OI-2000
UDP,2365,gnutella-rtr,dbref
UDP,2366,adap,qip-login
UDP,2367,pmcs,Service Control
UDP,2368,metaedit-mu,OpenTable
UDP,2369,,ACS2000 DSP
UDP,2370,metaedit-se,L3-HBMon
UDP,2381,,Compaq HTTPS
UDP,2382,metatude-mds,Microsoft OLAP
UDP,2383,clariion-evr01,Microsoft OLAP
UDP,2384,metaedit-ws,SD-REQUEST
UDP,2389,boe-cms,OpenView Session Mgr
UDP,2390,boe-was,RSMTP
UDP,2391,boe-eventsrv,3COM Net Management
UDP,2392,boe-cachesvr,Tactical Auth
UDP,2393,boe-filesvr,MS OLAP 1
UDP,2394,boe-pagesvr,MA OLAP 2
UDP,2395,boe-processsvr,LAN900 Remote
UDP,2396,boe-resssvr1,Wusage
UDP,2397,boe-resssvr2,NCL
UDP,2398,boe-resssvr3,Orbiter
UDP,2399,boe-resssvr4,FileMaker Inc. - Data Access Layer
UDP,2400,faxcomservice,OpEquus Server
UDP,2401,,cvspserver
UDP,2402,svdrp-disc,TaskMaster 2000 Server
UDP,2403,nim-vdrshell,TaskMaster 2000 Web
UDP,2404,nim-wan,IEC870-5-104
UDP,2405,,TRC Netpoll
UDP,2406,,JediServer
UDP,2407,sun-sr-https,Orion
UDP,2408,sge_qmaster,OptimaNet
UDP,2409,sge_execd,SNS Protocol
UDP,2410,mysql-proxy,VRTS Registry
UDP,2411,skip-cert-recv,Netwave AP Management
UDP,2412,skip-cert-send,CDN
UDP,2413,ieee11073-20701,orion-rmi-reg
UDP,2414,lvision-lm,Interlingua
UDP,2415,sun-sr-http,COMTEST
UDP,2416,servicetags,RMT Server
UDP,2417,ldoms-mgmt,Composit Server
UDP,2418,SunVTS-RMI,cas
UDP,2419,sun-sr-jms,Attachmate S2S
UDP,2420,sun-sr-iiop,DSL Remote Management
UDP,2421,sun-sr-iiops,G-Talk
UDP,2422,sun-sr-iiop-aut,CRMSBITS
UDP,2423,sun-sr-jmx,RNRP
UDP,2424,sun-sr-admin,KOFAX-SVR
UDP,2425,boks,Fujitsu App Manager
UDP,2426,boks_servc,Appliant UDP
UDP,2427,boks_servm,Media Gateway Control Protocol Gateway
UDP,2428,boks_clntd,One Way Trip Time
UDP,2429,badm_priv,FT-ROLE
UDP,2430,badm_pub,venus
UDP,2431,bdir_priv,venus-se
UDP,2432,bdir_pub,codasrv
UDP,2433,mgcs-mfp-port,codasrv-se
UDP,2434,mcer-port,pxc-epmap
UDP,2435,dccp-udp,OptiLogic
UDP,2436,,TOP/X
UDP,2437,syslog-tls,UniControl
UDP,2438,elipse-rec,MSP
UDP,2439,lds-distrib,SybaseDBSynch
UDP,2440,lds-dump,Spearway Lockser
UDP,2441,apc-6547,pvsw-inet
UDP,2442,apc-6548,Netangel
UDP,2443,apc-6549,PowerClient Central Storage Facility
UDP,2444,fg-sysupdate,BT PP2 Sectrans
UDP,2445,sum,DTN1
UDP,2446,xdsxdm,bues_service
UDP,2447,sane-port,OpenView NNM daemon
UDP,2448,,hpppsvr
UDP,2449,rp-reputation,RATL
UDP,2450,affiliate,netadmin
UDP,2451,parsec-master,netchat
UDP,2452,parsec-peer,SnifferClient
UDP,2453,parsec-game,madge-om
UDP,2454,joaJewelSuite,IndX-DDS
UDP,2455,,WAGO-IO-SYSTEM
UDP,2456,,altav-remmgt
UDP,2457,,Rapido_IP
UDP,2458,odette-ftps,griffin
UDP,2459,kftp-data,Community
UDP,2460,kftp,ms-theater
UDP,2461,mcftp,qadmifoper
UDP,2462,ktelnet,qadmifevent
UDP,2463,,Symbios Raid
UDP,2464,,DirecPC SI
UDP,2465,wago-service,Load Balance Management
UDP,2466,nexgen,Load Balance Forwarding
UDP,2467,afesc-mc,High Criteria
UDP,2468,nexgen-aux,qip_msgd
UDP,2469,,MTI-TCS-COMM
UDP,2470,cisco-vpath-tun,taskman port
UDP,2471,,SeaODBC
UDP,2472,mpls-udp,C3
UDP,2473,mpls-udp-dtls,Aker-cdp
UDP,2474,,Vital Analysis
UDP,2475,openflow,ACE Server
UDP,2476,,ACE Server Propagation
UDP,2477,,SecurSight Certificate Valifation Service
UDP,2478,palcom-disc,SecurSight Authentication Server (SSL)
UDP,2479,,SecurSight Event Logging Server (SSL)
UDP,2480,,Lingwood's Detail
UDP,2481,,Oracle GIOP
UDP,2482,,Oracle GIOP SSL
UDP,2483,,Oracel TTC
UDP,2484,vocaltec-gold,Oracle TTC SSL
UDP,2485,p4p-portal,Net Objects1
UDP,2486,vision_server,Net Objects2
UDP,2487,vision_elmd,Policy Notice Service
UDP,2488,vfbp-disc,Moy Corporation
UDP,2489,osaut,TSILB
UDP,2490,,qip_qdhcp
UDP,2491,,Conclave CPP
UDP,2492,tsa,GROOVE
UDP,2493,,Talarian MQS
UDP,2494,babel,BMC AR
UDP,2495,,Fast Remote Services
UDP,2496,kti-icad-srvr,DIRGIS
UDP,2497,e-design-net,Quad DB
UDP,2498,e-design-web,ODN-CasTraq
UDP,2499,frc-hp,UniControl
UDP,2500,frc-mp,Resource Tracking system server
UDP,2501,frc-lp,Resource Tracking system client
UDP,2502,ibprotocol,Kentrox Protocol
UDP,2503,fibotrader-com,NMS-DPNSS
UDP,2504,,WLBS
UDP,2505,bmc-perf-agent,torque-traffic
UDP,2506,bmc-perf-mgrd,jbroker
UDP,2507,adi-gxp-srvprt,spock
UDP,2508,plysrv-http,JDataStore
UDP,2509,plysrv-https,fjmpss
UDP,2510,,fjappmgrbulk
UDP,2511,,Metastorm
UDP,2512,bfd-lag,Citrix IMA
UDP,2513,dgpf-exchg,Citrix ADMIN
UDP,2514,smc-jmx,Facsys NTP
UDP,2515,smc-admin,Facsys Router
UDP,2516,smc-http,Main Control
UDP,2517,,H.323 Annex E call signaling transport
UDP,2518,hnmp,Willy
UDP,2519,hnm,globmsgsvc
UDP,2520,acnet,pvsw
UDP,2521,,Adaptec Manager
UDP,2522,ambit-lm,WinDb
UDP,2523,netmo-default,Qke LLC V.3
UDP,2524,netmo-http,Optiwave License Management
UDP,2525,iccrushmore,MS V-Worlds
UDP,2526,acctopus-st,EMA License Manager
UDP,2527,muse,IQ Server
UDP,2528,,NCR CCL
UDP,2529,,UTS FTP
UDP,2530,ethoscan,VR Commerce
UDP,2531,xsmsvc,ITO-E GUI
UDP,2532,bioserver,OVTOPMD
UDP,2533,otlp,SnifferServer
UDP,2534,jmact3,Combox Web Access
UDP,2535,jmevt2,MADCAP
UDP,2536,swismgr1,btpp2audctr1
UDP,2537,swismgr2,Upgrade Protocol
UDP,2538,swistrap,vnwk-prapi
UDP,2539,swispol,VSI Admin
UDP,2540,acmsoda,LonWorks
UDP,2541,conductor-mpx,LonWorks2
UDP,2542,MobilitySrv,daVinci
UDP,2543,iatp-highpri,REFTEK
UDP,2544,iatp-normalpri,Novell ZEN novell.com
UDP,2545,afs3-fileserver,sis-emt
UDP,2546,afs3-callback,vytalvaultbrtp
UDP,2547,afs3-prserver,vytalvaultvsmp
UDP,2548,afs3-vlserver,vytalvaultpipe
UDP,2549,afs3-kaserver,IPASS
UDP,2550,afs3-volser,ADS
UDP,2551,afs3-errors,ISG UDA Server
UDP,2552,afs3-bos,Call Logging
UDP,2553,afs3-update,efidiningport
UDP,2554,afs3-rmtsys,VCnet-Link v10
UDP,2555,ups-onlinet,Compaq WCP
UDP,2556,talon-disc,nicetec-nmsvc
UDP,2557,talon-engine,nicetec-mgmt
UDP,2558,microtalon-dis,PCLE Multi Media
UDP,2559,microtalon-com,LSTP
UDP,2560,talon-webserver,labrat
UDP,2561,spg,MosaixCC
UDP,2562,grasp,Delibo
UDP,2563,,CTI Redwood
UDP,2565,doceri-view,Coordinator Server
UDP,2566,dpserve,pcs-pcw
UDP,2567,dpserveadmin,Cisco Line Protocol
UDP,2568,ctdp,SPAM TRAP
UDP,2569,ct2nmcs,Sonus Call Signal
UDP,2570,vmsvc,HS Port
UDP,2571,vmsvc-2,CECSVC
UDP,2572,,IBP
UDP,2573,op-probe,Trust Establish
UDP,2574,,Blockade BPSP
UDP,2575,quest-disc,HL7
UDP,2576,arcp,TCL Pro Debugger
UDP,2577,iwg1,Scriptics Lsrvr
UDP,2578,iba-cfg-disc,RVS ISDN DCP
UDP,2579,,mpfoncl
UDP,2580,empowerid,Tributary
UDP,2581,zixi-transport,ARGIS TE
UDP,2582,,ARGIS DS
UDP,2583,lazy-ptop,MON
UDP,2584,font-service,cyaserv
UDP,2585,elcn,NETX Server
UDP,2586,aes-x170,NETX Agent
UDP,2587,,MASC
UDP,2588,virprot-lm,Privilege
UDP,2589,scenidm,quartus tcl
UDP,2590,scenccs,idotdist
UDP,2591,cabsm-comm,Maytag Shuffle
UDP,2592,caistoragemgr,netrek
UDP,2593,cacsambroker,MNS Mail Notice Service
UDP,2594,fsr,Data Base Server
UDP,2595,doc-server,World Fusion 1
UDP,2596,aruba-server,World Fusion 2
UDP,2597,,Homestead Glory
UDP,2598,,Citrix MA Client
UDP,2599,ccag-pib,Meridian Data
UDP,2600,nsrp,HPSTGMGR
UDP,2601,drm-production,discp client
UDP,2602,,discp server
UDP,2603,,Service Meter
UDP,2604,clutild,NSC CCS
UDP,2605,,NSC POSA
UDP,2606,fodms,Dell Netmon
UDP,2607,dlip,Dell Connection
UDP,2608,pon-ictp,Wag Service
UDP,2609,,System Monitor
UDP,2610,,VersaTek
UDP,2611,ramp,LIONHEAD
UDP,2612,,Qpasa Agent
UDP,2613,,SMNTUBootstrap
UDP,2614,,Never Offline
UDP,2615,,firepower
UDP,2616,,appswitch-emp
UDP,2617,frc-hicp-disc,Clinical Context Managers
UDP,2618,cnap,Priority E-Com
UDP,2619,watchme-7272,bruce
UDP,2620,oma-rlp,LPSRecommender
UDP,2621,oma-rlp-s,Miles Apart Jukebox Server
UDP,2622,oma-ulp,MetricaDBC
UDP,2623,oma-ilp,LMDP
UDP,2624,oma-ilp-s,Aria
UDP,2625,oma-dcdocbs,Blwnkl Port
UDP,2626,ctxlic,gbjd816
UDP,2627,itactionserver1,Moshe Beeri
UDP,2628,itactionserver2,DICT
UDP,2629,mzca-alert,Sitara Server
UDP,2630,,Sitara Management
UDP,2631,swx,Sitara Dir
UDP,2632,swx,IRdg Post
UDP,2633,swx,InterIntelli
UDP,2634,swx,PK Electronics
UDP,2635,swx,Back Burner
UDP,2636,swx,Solve
UDP,2637,swx,Import Document Service
UDP,2638,swx,Sybase Anywhere
UDP,2639,swx,AMInet
UDP,2640,swx,Sabbagh Associates Licence Manager
UDP,2641,swx,HDL Server
UDP,2642,swx,Tragic
UDP,2643,swx,GTE-SAMP
UDP,2644,swx,Travsoft IPX Tunnel
UDP,2645,swx,Novell IPX CMD
UDP,2646,swx,AND License Manager
UDP,2647,swx,SyncServer
UDP,2648,swx,Upsnotifyprot
UDP,2649,swx,VPSIPPORT
UDP,2650,swx,eristwoguns
UDP,2651,swx,EBInSite
UDP,2652,swx,InterPathPanel
UDP,2653,swx,Sonus
UDP,2654,swx,Corel VNC Admin
UDP,2655,swx,UNIX Nt Glue
UDP,2656,swx,Kana
UDP,2657,swx,SNS Dispatcher
UDP,2658,swx,SNS Admin
UDP,2659,swx,SNS Query
UDP,2660,swx,GC Monitor
UDP,2661,swx,OLHOST
UDP,2662,swx,BinTec-CAPI
UDP,2663,swx,BinTec-TAPI
UDP,2664,swx,Command MQ GM
UDP,2665,swx,Command MQ PM
UDP,2666,swx,extensis
UDP,2667,swx,Alarm Clock Server
UDP,2668,swx,Alarm Clock Client
UDP,2669,swx,TOAD
UDP,2670,swx,TVE Announce
UDP,2671,swx,newlixreg
UDP,2672,swx,nhserver
UDP,2673,swx,First Call 42
UDP,2674,swx,ewnn
UDP,2675,swx,TTC ETAP
UDP,2676,swx,SIMSLink
UDP,2677,swx,Gadget Gate 1 Way
UDP,2678,swx,Gadget Gate 2 Way
UDP,2679,swx,Sync Server SSL
UDP,2680,swx,pxc-sapxom
UDP,2681,swx,mpnjsomb
UDP,2682,swx,SRSP
UDP,2683,swx,NCDLoadBalance
UDP,2684,swx,mpnjsosv
UDP,2685,swx,mpnjsocl
UDP,2686,swx,mpnjsomg
UDP,2687,swx,pq-lic-mgmt
UDP,2688,swx,md-cf-HTTP
UDP,2689,swx,FastLynx
UDP,2690,swx,HP NNM Embedded Database
UDP,2691,lcm-server,IT Internet
UDP,2692,mindfilesys,Admins LMS
UDP,2693,mrssrendezvous,belarc-HTTP
UDP,2694,nfoldman,pwrsevent
UDP,2695,fse,VSPREAD
UDP,2696,winqedit,Unify Admin
UDP,2697,hexarc,Oce SNMP Trap Port
UDP,2698,rtps-discovery,MCK-IVPIP
UDP,2699,rtps-dd-ut,Csoft Plus Client
UDP,2700,rtps-dd-mt,tqdata
UDP,2701,ionixnetmon,SMS Remote Control (control)
UDP,2702,daqstream,SMS Remote Control (data)
UDP,2703,ipluminary,SMS Remote Control (chat)
UDP,2704,mtportmon,SMS Remote File Transfer
UDP,2705,pmdmgr,SDS Admin
UDP,2706,oveadmgr,NCD Mirroring
UDP,2707,ovladmgr,EMCSYMAPIPORT
UDP,2708,opi-sock,Banyan-Net
UDP,2709,xmpv7,Supermon
UDP,2710,pmd,SSO Service
UDP,2711,faximum,SSO Control
UDP,2712,oracleas-https,Axapta Object Communication Protocol
UDP,2713,,Raven1
UDP,2714,rise,unified-technologies.com
UDP,2715,,HPSTGMGR2
UDP,2716,,Inova IP Disco
UDP,2717,telops-lmd,PN REQUESTER
UDP,2718,silhouette,PN REQUESTER 2
UDP,2719,ovbus,Scan & Change
UDP,2720,,wkars
UDP,2721,,Smart Diagnose
UDP,2722,ovhpas,Proactive Server
UDP,2723,pafec-lm,WatchDog NT
UDP,2724,saratoga,qotps
UDP,2725,atul,MSOLAP PTP2
UDP,2726,nta-ds,TAMS
UDP,2727,nta-us,Media Gateway Control Protocol Call Agent
UDP,2728,cfs,SQDR
UDP,2729,cwmp,TCIM Control
UDP,2730,tidp,NEC RaidPlus
UDP,2731,nls-tl,NetDragon Messanger
UDP,2732,cloudsignaling,G5M
UDP,2733,,Signet CTF
UDP,2734,sncp,CCS Software
UDP,2735,,Monitor Console
UDP,2736,vsi-omega,RADWIZ NMS SRV
UDP,2737,,SRP Feedback
UDP,2738,aries-kfinder,NDL TCP-OSI Gateway
UDP,2739,coherence-disc,TN Timing
UDP,2740,sun-lm,Alarm
UDP,2741,mipi-debug,TSB
UDP,2742,indi,TSB2
UDP,2743,simco,murx
UDP,2744,soap-http,honyaku
UDP,2745,zen-pawn,URBISNET
UDP,2746,xdas,CPUDPENCAP
UDP,2747,,yk.fujitsu.co.jp
UDP,2748,,yk.fujitsu.co.jp
UDP,2749,pmdfmgt,yk.fujitsu.co.jp
UDP,2750,cuseeme,yk.fujitsu.co.jp
UDP,2751,rome,yk.fujitsu.co.jp
UDP,2752,,RSISYS ACCESS
UDP,2753,,de-spot
UDP,2754,imqtunnels,APOLLO CC
UDP,2755,imqtunnel,Express Pay
UDP,2756,imqbrokerd,simplement-tie
UDP,2757,sun-user-https,CNRP
UDP,2758,pando-pub,APOLLO Status
UDP,2759,,APOLLO GMS
UDP,2760,,Saba MS
UDP,2761,collaber,DICOM ISCL
UDP,2762,klio,DICOM TLS
UDP,2763,,Desktop DNA
UDP,2764,nfapi,Data Insurance
UDP,2765,,qip-audup
UDP,2766,sync-em7,Compaq SCP
UDP,2767,scinet,UADTC
UDP,2768,medimageportal,UACS
UDP,2769,nsdeepfreezectl,Single Point MVS
UDP,2770,nitrogen,Veronica
UDP,2771,freezexservice,Vergence CM
UDP,2772,trident-data,auris
UDP,2773,osvr,PC Backup
UDP,2774,smip,PC Backup
UDP,2775,aiagent,SMMP
UDP,2776,scriptview,Ridgeway Systems & Software
UDP,2777,,Ridgeway Systems & Software
UDP,2778,sstp-1,Gwen-Sonya
UDP,2779,raqmon-pdu,LBC Sync
UDP,2780,prgp,LBC Control
UDP,2781,,whosells
UDP,2782,cbt,everydayrc
UDP,2783,interwise,AISES
UDP,2784,vstat,world wide web - development
UDP,2785,accu-lmgr,aic-np
UDP,2786,,aic-oncrpc - Destiny MCD database
UDP,2787,minivend,piccolo - Cornerstone Software
UDP,2788,popup-reminders,NetWare Loadable Module - Seagate Software
UDP,2789,office-tools,Media Agent
UDP,2790,q3ade,PLG Proxy
UDP,2791,pnet-conn,MT Port Registrator
UDP,2792,pnet-enc,f5-globalsite
UDP,2793,altbsdp,initlsmsad
UDP,2794,asr,aaftp
UDP,2795,ssp-client,LiveStats
UDP,2796,,ac-tech
UDP,2797,rbt-wanopt,esp-encap
UDP,2798,apc-7845,TMESIS-UPShot
UDP,2799,apc-7846,ICON Discover
UDP,2800,,ACC RAID
UDP,2801,,IGCP
UDP,2802,,Veritas UDP1
UDP,2803,,btprjctrl
UDP,2804,mipv6tls,Telexis VTU
UDP,2805,,WTA WSP-S
UDP,2806,pss,cspuni
UDP,2807,ubroker,cspmulti
UDP,2808,mevent,J-LAN-P
UDP,2809,tnos-sp,CORBA LOC
UDP,2810,tnos-dp,Active Net Steward
UDP,2811,tnos-dps,GSI FTP
UDP,2812,qo-secure,atmtcp
UDP,2813,t2-drm,llm-pass
UDP,2814,t2-brm,llm-csv
UDP,2815,generalsync,LBC Measurement
UDP,2816,supercell,LBC Watchdog
UDP,2817,micromuse-ncps,NMSig Port
UDP,2818,quest-vista,rmlnk
UDP,2819,,FC Fault Notification
UDP,2820,sossd-disc,UniVision
UDP,2821,,vml_dms
UDP,2822,usicontentpush,ka0wuc
